kata alay,kode,kata kamus,sequence matcher,minimum edit distance,perbaikan kata,perbaikan kata 2
ajaaagak,A333K,adiaktinik,0.333,7.0,adiabatik,
ajaaagak,A333K,adikberadik,0.316,8.0,adiabatik,
ajaaamiin,A355N,abonemen,0.353,6.0,agamen,
ajaaamiin,A355N,acuman,0.4,6.0,agamen,
ajaaamiin,A355N,agamen,0.533,5.0,agamen,
ajaaas,A320S,abas,0.6,3.0,abas,
ajaaas,A320S,abis,0.4,4.0,abas,
ajaaas,A320S,abses,0.364,4.0,abas,
ajaaas,A320S,absis,0.364,4.0,abas,
ajaaas,A320S,abus,0.4,4.0,abas,
ajaaas,A320S,adas,0.6,3.0,abas,adas
ajaaas,A320S,aedes,0.364,4.0,abas,
ajaaas,A320S,agas,0.6,3.0,abas,agas
ajaaas,A320S,agus,0.4,4.0,abas,
ajaaas,A320S,akas,0.6,3.0,abas,akas
ajaaaskenapaaa,A323A,abiseka,0.19,10.0,abiseka,
ajaaaudah,A332H,abadiah,0.625,5.0,abadiah,
ajaaaudah,A332H,abduh,0.429,6.0,abadiah,
ajaaaudah,A332H,adabiah,0.5,5.0,abadiah,
ajaaaudah,A332H,adakah,0.533,5.0,abadiah,
ajaaaudah,A332H,agakagih,0.471,5.0,abadiah,
ajaaaudah,A332H,akidah,0.533,5.0,abadiah,
ajaagausah,A332H,abadiah,0.471,6.0,agakagih,
ajaagausah,A332H,abduh,0.4,7.0,agakagih,
ajaagausah,A332H,adabiah,0.471,6.0,agakagih,
ajaagausah,A332H,adakah,0.5,6.0,agakagih,
ajaagausah,A332H,agakagih,0.556,6.0,agakagih,
ajaagausah,A332H,akidah,0.375,7.0,agakagih,
ajaaiyaa,A310A,abuya,0.462,5.0,adidaya,
ajaaiyaa,A310A,adidaya,0.533,5.0,adidaya,
ajaaiyaa,A310A,adiwidia,0.25,5.0,adidaya,
ajaajan,A350N,abaian,0.615,3.0,ajuan,
ajaajan,A350N,aban,0.545,4.0,ajuan,
ajaajan,A350N,aben,0.364,5.0,ajuan,
ajaajan,A350N,abon,0.364,5.0,ajuan,
ajaajan,A350N,abuabuan,0.533,4.0,ajuan,
ajaajan,A350N,abuan,0.5,4.0,ajuan,
ajaajan,A350N,abun,0.364,5.0,ajuan,
ajaajan,A350N,abunabun,0.4,5.0,ajuan,
ajaajan,A350N,acan,0.545,4.0,ajuan,
ajaajan,A350N,aciacian,0.533,4.0,ajuan,
ajaajan,A350N,acian,0.5,4.0,ajuan,
ajaajan,A350N,acoacoan,0.533,4.0,ajuan,
ajaajan,A350N,acoan,0.5,4.0,ajuan,
ajaajan,A350N,acuan,0.5,4.0,ajuan,
ajaajan,A350N,adan,0.545,4.0,ajuan,
ajaajan,A350N,adenin,0.308,5.0,ajuan,
ajaajan,A350N,adnan,0.5,4.0,ajuan,
ajaajan,A350N,adon,0.364,5.0,ajuan,
ajaajan,A350N,adonan,0.462,4.0,ajuan,
ajaajan,A350N,aduan,0.5,4.0,ajuan,
ajaajan,A350N,adun,0.364,5.0,ajuan,
ajaajan,A350N,adunan,0.462,4.0,ajuan,
ajaajan,A350N,agan,0.545,4.0,ajuan,
ajaajan,A350N,agen,0.364,5.0,ajuan,
ajaajan,A350N,agon,0.364,5.0,ajuan,
ajaajan,A350N,agun,0.364,5.0,ajuan,
ajaajan,A350N,agunan,0.462,4.0,ajuan,
ajaajan,A350N,ajuan,0.667,3.0,ajuan,
ajaajan,A350N,ajun,0.545,4.0,ajuan,
ajaajan,A350N,akan,0.545,4.0,ajuan,
ajaajan,A350N,akanakan,0.4,3.0,ajuan,
ajaajan,A350N,akanan,0.462,3.0,ajuan,
ajaamudik,A353K,adenotropik,0.4,8.0,adenotropik,
ajaanapa,A353A,abangga,0.533,4.0,abangga,
ajaanapa,A353A,abangnya,0.5,5.0,abangga,
ajaanapa,A353A,agenda,0.286,5.0,abangga,
ajaanapa,A353A,agendanya,0.471,6.0,abangga,
ajaanapa,A353A,akomodasinya,0.3,9.0,abangga,
ajaasi,A320I,absisi,0.5,3.0,adisi,
ajaasi,A320I,adisi,0.545,3.0,adisi,
ajaasi,A320I,aduhai,0.5,4.0,adisi,
ajabacot,A333T,adekuat,0.4,6.0,adiabat,
ajabacot,A333T,adiabat,0.667,4.0,adiabat,
ajabacot,A333T,adibibit,0.375,5.0,adiabat,
ajabacot,A333T,adpokat,0.4,6.0,adiabat,
ajabacot,A333T,akibat,0.571,4.0,adiabat,
ajabener,A335R,adipenghantar,0.381,9.0,adipenghantar,
ajacepet,A333T,adekuat,0.4,6.0,akibat,
ajacepet,A333T,adiabat,0.4,6.0,akibat,
ajacepet,A333T,adibibit,0.25,6.0,akibat,
ajacepet,A333T,adpokat,0.4,6.0,akibat,
ajacepet,A333T,akibat,0.429,6.0,akibat,
ajacepetan,A333N,abadikan,0.444,6.0,akibatkan,
ajacepetan,A333N,akibatkan,0.526,7.0,akibatkan,
ajacintaku,A335U,adikmu,0.5,7.0,ajakanmu,
ajacintaku,A335U,ajakanmu,0.556,5.0,ajakanmu,
ajacuman,A335N,abaikan,0.533,4.0,acukan,
ajacuman,A335N,abdomen,0.4,5.0,acukan,
ajacuman,A335N,abidin,0.286,6.0,acukan,
ajacuman,A335N,acakacakan,0.444,5.0,acukan,
ajacuman,A335N,acakan,0.571,4.0,acukan,
ajacuman,A335N,acatan,0.571,4.0,acukan,
ajacuman,A335N,acikan,0.571,4.0,acukan,
ajacuman,A335N,acukan,0.714,3.0,acukan,
ajacuman,A335N,adakan,0.571,4.0,acukan,
ajacuman,A335N,adapadapan,0.444,6.0,acukan,
ajacuman,A335N,adapan,0.571,4.0,acukan,
ajacuman,A335N,adapun,0.571,4.0,acukan,
ajacuman,A335N,adegan,0.429,5.0,acukan,
ajacuman,A335N,adukadukan,0.556,5.0,acukan,
ajacuman,A335N,adukan,0.571,4.0,acukan,
ajacuman,A335N,adukkan,0.533,5.0,acukan,
ajacuman,A335N,agakan,0.571,4.0,acukan,
ajacuman,A335N,ajaiban,0.667,3.0,acukan,
ajacuman,A335N,ajakan,0.714,3.0,acukan,ajakan
ajacuman,A335N,ajudan,0.714,3.0,acukan,ajudan
ajacuman,A335N,ajukan,0.714,3.0,acukan,ajukan
ajad,A330D,abad,0.75,1.0,abad,
ajad,A330D,abid,0.5,2.0,abad,
ajad,A330D,akad,0.75,1.0,abad,akad
ajad,A330D,akaid,0.667,2.0,abad,
ajadah,A332H,abadiah,0.769,2.0,abadiah,
ajadah,A332H,abduh,0.545,3.0,abadiah,
ajadah,A332H,adabiah,0.615,3.0,abadiah,
ajadah,A332H,adakah,0.667,2.0,abadiah,
ajadah,A332H,agakagih,0.571,4.0,abadiah,
ajadah,A332H,akidah,0.667,2.0,abadiah,
ajadaripada,A336A,adikara,0.556,6.0,adikara,
ajadaripada,A336A,adikarya,0.526,7.0,adikara,
ajadaripada,A336A,adipura,0.556,6.0,adikara,adipura
ajadeh,A332H,abadiah,0.615,3.0,abadiah,
ajadeh,A332H,abduh,0.545,3.0,abadiah,
ajadeh,A332H,adabiah,0.462,4.0,abadiah,
ajadeh,A332H,adakah,0.5,3.0,abadiah,
ajadeh,A332H,agakagih,0.429,5.0,abadiah,
ajadeh,A332H,akidah,0.5,3.0,abadiah,
ajadi,A330I,abadi,0.8,1.0,abadi,
ajadi,A330I,abdi,0.667,2.0,abadi,
ajadi,A330I,adaibadai,0.429,5.0,abadi,
ajadi,A330I,adati,0.6,2.0,abadi,
ajaga,A330A,abaka,0.6,2.0,abaka,
ajaga,A330A,adika,0.4,3.0,abaka,
ajagak,A333K,abiotik,0.308,5.0,adiabatik,
ajagak,A333K,adiabatik,0.533,5.0,adiabatik,
ajagak,A333K,adiaktinik,0.375,7.0,adiabatik,
ajagak,A333K,adikberadik,0.353,8.0,adiabatik,
ajagausah,A332H,abadiah,0.5,5.0,agakagih,
ajagausah,A332H,abduh,0.429,6.0,agakagih,
ajagausah,A332H,adabiah,0.5,5.0,agakagih,
ajagausah,A332H,adakah,0.533,5.0,agakagih,
ajagausah,A332H,agakagih,0.588,5.0,agakagih,
ajagausah,A332H,akidah,0.4,6.0,agakagih,
ajagk,A333K,abiotik,0.333,5.0,adiabatik,
ajagk,A333K,adiabatik,0.429,6.0,adiabatik,
ajagk,A333K,adiaktinik,0.4,7.0,adiabatik,
ajagk,A333K,adikberadik,0.375,8.0,adiabatik,
ajah,A320H,abah,0.75,1.0,ajujah,
ajah,A320H,abahabah,0.5,5.0,ajujah,
ajah,A320H,abuh,0.5,2.0,ajujah,
ajah,A320H,acah,0.75,1.0,ajujah,
ajah,A320H,aceh,0.5,2.0,ajujah,
ajah,A320H,acuh,0.5,2.0,ajujah,
ajah,A320H,adahah,0.6,3.0,ajujah,
ajah,A320H,adeh,0.5,2.0,ajujah,
ajah,A320H,aduh,0.5,2.0,ajujah,
ajah,A320H,agah,0.75,1.0,ajujah,
ajah,A320H,agih,0.5,2.0,ajujah,
ajah,A320H,agihagih,0.5,5.0,ajujah,
ajah,A320H,ajeh,0.75,1.0,ajujah,
ajah,A320H,ajujah,0.8,2.0,ajujah,
ajah,A320H,akikah,0.6,3.0,ajujah,
ajahari,A326I,absorbsi,0.4,6.0,akhiri,
ajahari,A326I,absorpsi,0.4,6.0,akhiri,
ajahari,A326I,absorptansi,0.333,8.0,akhiri,
ajahari,A326I,adsorpsi,0.4,6.0,akhiri,
ajahari,A326I,advertensi,0.353,8.0,akhiri,
ajahari,A326I,akhiri,0.615,3.0,akhiri,
ajahati,A323I,abstinensi,0.353,8.0,advokasi,
ajahati,A323I,abstraksi,0.375,6.0,advokasi,
ajahati,A323I,adveksi,0.286,5.0,advokasi,
ajahati,A323I,advokasi,0.4,5.0,advokasi,
ajaheh,A320H,abah,0.6,3.0,ajeh,
ajaheh,A320H,abahabah,0.571,4.0,ajeh,
ajaheh,A320H,abuh,0.4,4.0,ajeh,
ajaheh,A320H,acah,0.6,3.0,ajeh,
ajaheh,A320H,aceh,0.6,3.0,ajeh,
ajaheh,A320H,acuh,0.4,4.0,ajeh,
ajaheh,A320H,adahah,0.667,2.0,ajeh,
ajaheh,A320H,adeh,0.6,3.0,ajeh,
ajaheh,A320H,aduh,0.4,4.0,ajeh,
ajaheh,A320H,agah,0.6,3.0,ajeh,
ajaheh,A320H,agih,0.4,4.0,ajeh,
ajaheh,A320H,agihagih,0.429,5.0,ajeh,
ajaheh,A320H,ajeh,0.8,2.0,ajeh,
ajaheh,A320H,ajujah,0.667,3.0,ajeh,
ajaheh,A320H,akikah,0.5,4.0,ajeh,
ajahh,A320H,abah,0.667,2.0,adahah,
ajahh,A320H,abahabah,0.615,4.0,adahah,
ajahh,A320H,abuh,0.444,3.0,adahah,
ajahh,A320H,acah,0.667,2.0,adahah,
ajahh,A320H,aceh,0.444,3.0,adahah,
ajahh,A320H,acuh,0.444,3.0,adahah,
ajahh,A320H,adahah,0.727,2.0,adahah,
ajahh,A320H,adeh,0.444,3.0,adahah,
ajahh,A320H,aduh,0.444,3.0,adahah,
ajahh,A320H,agah,0.667,2.0,adahah,
ajahh,A320H,agih,0.444,3.0,adahah,
ajahh,A320H,agihagih,0.462,5.0,adahah,
ajahh,A320H,ajeh,0.667,2.0,adahah,
ajahh,A320H,ajujah,0.727,3.0,adahah,ajujah
ajahh,A320H,akikah,0.545,4.0,adahah,
ajai,A300I,abai,0.75,1.0,aji,
ajai,A300I,abi,0.571,2.0,aji,
ajai,A300I,aboi,0.5,2.0,aji,
ajai,A300I,aci,0.571,2.0,aji,
ajai,A300I,aciaci,0.6,3.0,aji,
ajai,A300I,adi,0.571,2.0,aji,
ajai,A300I,aji,0.857,1.0,aji,
ajai,A300I,ajiaji,0.8,2.0,aji,
ajai,A300I,aki,0.571,2.0,aji,
ajai,A300I,akiaki,0.6,3.0,aji,
ajajangan,A353N,abangan,0.75,3.0,abangan,
ajajangan,A353N,acungkan,0.353,5.0,abangan,
ajajangan,A353N,agungkan,0.353,5.0,abangan,
ajajangan,A353N,ajengan,0.75,3.0,abangan,ajengan
ajajangan,A353N,ajungan,0.75,3.0,abangan,ajungan
ajajauh,A320H,abah,0.545,4.0,ajujah,
ajajauh,A320H,abahabah,0.533,4.0,ajujah,
ajajauh,A320H,abuh,0.545,4.0,ajujah,
ajajauh,A320H,acah,0.545,4.0,ajujah,
ajajauh,A320H,aceh,0.364,5.0,ajujah,
ajajauh,A320H,acuh,0.545,4.0,ajujah,
ajajauh,A320H,adahah,0.615,3.0,ajujah,
ajajauh,A320H,adeh,0.364,5.0,ajujah,
ajajauh,A320H,aduh,0.545,4.0,ajujah,
ajajauh,A320H,agah,0.545,4.0,ajujah,
ajajauh,A320H,agih,0.364,5.0,ajujah,
ajajauh,A320H,agihagih,0.4,5.0,ajujah,
ajajauh,A320H,ajeh,0.545,4.0,ajujah,
ajajauh,A320H,ajujah,0.769,2.0,ajujah,
ajajauh,A320H,akikah,0.462,4.0,ajujah,
ajajngan,A353N,abangan,0.8,2.0,abangan,
ajajngan,A353N,acungkan,0.625,4.0,abangan,
ajajngan,A353N,agungkan,0.625,4.0,abangan,
ajajngan,A353N,ajengan,0.8,2.0,abangan,ajengan
ajajngan,A353N,ajungan,0.8,2.0,abangan,ajungan
ajajug,A330G,ajag,0.8,2.0,ajag,
ajakebanyakan,A333N,abadikan,0.571,7.0,akibatkan,
ajakebanyakan,A333N,akibatkan,0.636,6.0,akibatkan,
ajakemars,A335S,abiogenesis,0.3,8.0,akademis,
ajakemars,A335S,akademikus,0.526,5.0,akademis,
ajakemars,A335S,akademis,0.588,4.0,akademis,
ajakenapa,A335A,abdinya,0.25,6.0,ajakannya,
ajakenapa,A335A,abdomennya,0.421,6.0,ajakannya,
ajakenapa,A335A,adatnya,0.5,5.0,ajakannya,
ajakenapa,A335A,adegannya,0.444,6.0,ajakannya,
ajakenapa,A335A,adiguna,0.375,6.0,ajakannya,
ajakenapa,A335A,adikadiknya,0.5,8.0,ajakannya,
ajakenapa,A335A,adikadiknya,0.5,8.0,ajakannya,
ajakenapa,A335A,adiknya,0.25,5.0,ajakannya,
ajakenapa,A335A,aditama,0.375,6.0,ajakannya,
ajakenapa,A335A,agaknya,0.625,4.0,ajakannya,
ajakenapa,A335A,ajaibnya,0.588,4.0,ajakannya,
ajakenapa,A335A,ajakannya,0.667,3.0,ajakannya,
ajakenapa,A335A,ajudannya,0.556,5.0,ajakannya,
ajakenapa,A335A,ajukannya,0.556,4.0,ajakannya,
ajakenapa,A335A,akademika,0.444,5.0,ajakannya,
ajakenapa,A335A,akademiknya,0.5,7.0,ajakannya,
ajakenapa,A335A,akademisnya,0.5,7.0,ajakannya,
ajakenpa,A335A,abdinya,0.267,5.0,ajakannya,
ajakenpa,A335A,abdomennya,0.444,6.0,ajakannya,
ajakenpa,A335A,adatnya,0.533,4.0,ajakannya,
ajakenpa,A335A,adegannya,0.471,6.0,ajakannya,
ajakenpa,A335A,adiguna,0.267,5.0,ajakannya,
ajakenpa,A335A,adikadiknya,0.526,7.0,ajakannya,
ajakenpa,A335A,adikadiknya,0.526,7.0,ajakannya,
ajakenpa,A335A,adiknya,0.267,4.0,ajakannya,
ajakenpa,A335A,aditama,0.4,6.0,ajakannya,
ajakenpa,A335A,agaknya,0.667,3.0,ajakannya,
ajakenpa,A335A,ajaibnya,0.625,3.0,ajakannya,
ajakenpa,A335A,ajakannya,0.706,3.0,ajakannya,
ajakenpa,A335A,ajudannya,0.588,5.0,ajakannya,
ajakenpa,A335A,ajukannya,0.588,4.0,ajakannya,
ajakenpa,A335A,akademika,0.471,5.0,ajakannya,
ajakenpa,A335A,akademiknya,0.526,6.0,ajakannya,
ajakenpa,A335A,akademisnya,0.526,6.0,ajakannya,
ajakin,A335N,abaikan,0.615,3.0,ajakan,
ajakin,A335N,abdomen,0.308,5.0,ajakan,
ajakin,A335N,abidin,0.5,3.0,ajakan,
ajakin,A335N,acakacakan,0.5,6.0,ajakan,
ajakin,A335N,acakan,0.667,2.0,ajakan,
ajakin,A335N,acatan,0.5,3.0,ajakan,
ajakin,A335N,acikan,0.5,3.0,ajakan,
ajakin,A335N,acukan,0.5,3.0,ajakan,
ajakin,A335N,adakan,0.667,2.0,ajakan,
ajakin,A335N,adapadapan,0.375,7.0,ajakan,
ajakin,A335N,adapan,0.5,3.0,ajakan,
ajakin,A335N,adapun,0.5,3.0,ajakan,
ajakin,A335N,adegan,0.5,4.0,ajakan,
ajakin,A335N,adukadukan,0.5,6.0,ajakan,
ajakin,A335N,adukan,0.5,3.0,ajakan,
ajakin,A335N,adukkan,0.462,4.0,ajakan,
ajakin,A335N,agakan,0.667,2.0,ajakan,
ajakin,A335N,ajaiban,0.769,3.0,ajakan,
ajakin,A335N,ajakan,0.833,1.0,ajakan,
ajakin,A335N,ajudan,0.667,3.0,ajakan,
ajakin,A335N,ajukan,0.667,2.0,ajakan,
ajaknpa,A335A,abdinya,0.286,4.0,ajakannya,
ajaknpa,A335A,abdomennya,0.235,7.0,ajakannya,
ajaknpa,A335A,adatnya,0.571,3.0,ajakannya,
ajaknpa,A335A,adegannya,0.5,5.0,ajakannya,
ajaknpa,A335A,adiguna,0.286,5.0,ajakannya,
ajaknpa,A335A,adikadiknya,0.556,6.0,ajakannya,
ajaknpa,A335A,adikadiknya,0.556,6.0,ajakannya,
ajaknpa,A335A,adiknya,0.571,3.0,ajakannya,
ajaknpa,A335A,aditama,0.429,5.0,ajakannya,
ajaknpa,A335A,agaknya,0.714,2.0,ajakannya,
ajaknpa,A335A,ajaibnya,0.667,3.0,ajakannya,
ajaknpa,A335A,ajakannya,0.75,3.0,ajakannya,
ajaknpa,A335A,ajudannya,0.625,4.0,ajakannya,
ajaknpa,A335A,ajukannya,0.625,4.0,ajakannya,
ajaknpa,A335A,akademika,0.375,6.0,ajakannya,
ajaknpa,A335A,akademiknya,0.444,6.0,ajakannya,
ajaknpa,A335A,akademisnya,0.444,7.0,ajakannya,
ajakok,A330K,abuk,0.4,4.0,ajak,
ajakok,A330K,abukabuk,0.429,5.0,ajak,
ajakok,A330K,acak,0.6,3.0,ajak,
ajakok,A330K,acakacak,0.571,4.0,ajak,
ajakok,A330K,acik,0.4,4.0,ajak,
ajakok,A330K,adik,0.4,4.0,ajak,
ajakok,A330K,aduk,0.4,4.0,ajak,
ajakok,A330K,agak,0.6,3.0,ajak,
ajakok,A330K,agakagak,0.571,4.0,ajak,
ajakok,A330K,aguk,0.4,4.0,ajak,
ajakok,A330K,ajak,0.8,2.0,ajak,
ajakok,A330K,ajek,0.6,3.0,ajak,
ajakok,A330K,ajuk,0.6,3.0,ajak,
ajakontol,A335L,abdominal,0.333,7.0,abdominal,
ajalah,A342H,abilah,0.667,2.0,adalah,
ajalah,A342H,adalah,0.833,1.0,adalah,
ajalah,A342H,adillah,0.615,3.0,adalah,
ajalah,A342H,akalilah,0.714,3.0,adalah,
ajalah,A342H,akliah,0.667,3.0,adalah,
ajalahbisa,A342A,aklasia,0.588,5.0,aklasia,
ajalahsekarang,A342G,adiluhung,0.435,9.0,adiluhung,
ajalu,A340U,akalku,0.727,2.0,akalku,
ajamati,A353I,ajnabi,0.615,3.0,ajnabi,
ajamati,A353I,akomodasi,0.375,5.0,ajnabi,
ajamudik,A353K,adenotropik,0.421,8.0,adenotropik,
ajamutualan,A353N,abangan,0.333,7.0,ajungan,
ajamutualan,A353N,acungkan,0.421,7.0,ajungan,
ajamutualan,A353N,agungkan,0.421,7.0,ajungan,
ajamutualan,A353N,ajengan,0.444,7.0,ajungan,
ajamutualan,A353N,ajungan,0.556,6.0,ajungan,
ajan,A350N,abaian,0.6,3.0,ajuan,
ajan,A350N,aban,0.75,1.0,ajuan,
ajan,A350N,aben,0.5,2.0,ajuan,
ajan,A350N,abon,0.5,2.0,ajuan,
ajan,A350N,abuabuan,0.5,5.0,ajuan,
ajan,A350N,abuan,0.667,2.0,ajuan,
ajan,A350N,abun,0.5,2.0,ajuan,
ajan,A350N,abunabun,0.5,5.0,ajuan,
ajan,A350N,acan,0.75,1.0,ajuan,
ajan,A350N,aciacian,0.5,5.0,ajuan,
ajan,A350N,acian,0.667,2.0,ajuan,
ajan,A350N,acoacoan,0.5,5.0,ajuan,
ajan,A350N,acoan,0.667,2.0,ajuan,
ajan,A350N,acuan,0.667,2.0,ajuan,
ajan,A350N,adan,0.75,1.0,ajuan,
ajan,A350N,adenin,0.4,4.0,ajuan,
ajan,A350N,adnan,0.667,2.0,ajuan,
ajan,A350N,adon,0.5,2.0,ajuan,
ajan,A350N,adonan,0.6,3.0,ajuan,
ajan,A350N,aduan,0.667,2.0,ajuan,
ajan,A350N,adun,0.5,2.0,ajuan,
ajan,A350N,adunan,0.6,3.0,ajuan,
ajan,A350N,agan,0.75,1.0,ajuan,
ajan,A350N,agen,0.5,2.0,ajuan,
ajan,A350N,agon,0.5,2.0,ajuan,
ajan,A350N,agun,0.5,2.0,ajuan,
ajan,A350N,agunan,0.6,3.0,ajuan,
ajan,A350N,ajuan,0.889,1.0,ajuan,
ajan,A350N,ajun,0.75,1.0,ajuan,
ajan,A350N,akan,0.75,1.0,ajuan,
ajan,A350N,akanakan,0.5,5.0,ajuan,
ajan,A350N,akanan,0.6,3.0,ajuan,
ajangakak,A353K,adenotropik,0.3,8.0,adenotropik,
ajangapain,A353N,abangan,0.706,4.0,abangan,
ajangapain,A353N,acungkan,0.333,5.0,abangan,
ajangapain,A353N,agungkan,0.333,5.0,abangan,
ajangapain,A353N,ajengan,0.706,4.0,abangan,ajengan
ajangapain,A353N,ajungan,0.706,4.0,abangan,ajungan
ajangasioraproduksi,A353I,ajnabi,0.32,14.0,ajnabi,
ajangasioraproduksi,A353I,akomodasi,0.286,13.0,ajnabi,
ajangga,A353A,abangga,0.857,1.0,abangga,
ajangga,A353A,abangnya,0.667,3.0,abangga,
ajangga,A353A,agenda,0.308,4.0,abangga,
ajangga,A353A,agendanya,0.5,6.0,abangga,
ajangga,A353A,akomodasinya,0.421,9.0,abangga,
ajanggak,A353K,adenotropik,0.316,8.0,adenotropik,
ajani,A350I,agami,0.6,2.0,agami,
ajanih,A352H,akankah,0.615,3.0,akankah,
ajanoooh,A352H,akankah,0.533,4.0,akankah,
ajanyusahin,A351N,agamawan,0.316,7.0,agamawan,
ajaok,A330K,abuk,0.444,3.0,ajak,
ajaok,A330K,abukabuk,0.462,5.0,ajak,
ajaok,A330K,acak,0.667,2.0,ajak,
ajaok,A330K,acakacak,0.462,5.0,ajak,
ajaok,A330K,acik,0.444,3.0,ajak,
ajaok,A330K,adik,0.444,3.0,ajak,
ajaok,A330K,aduk,0.444,3.0,ajak,
ajaok,A330K,agak,0.667,2.0,ajak,
ajaok,A330K,agakagak,0.462,5.0,ajak,
ajaok,A330K,aguk,0.444,3.0,ajak,
ajaok,A330K,ajak,0.889,1.0,ajak,
ajaok,A330K,ajek,0.667,2.0,ajak,
ajaok,A330K,ajuk,0.667,2.0,ajak,
ajapadahal,A333L,abaktinal,0.421,6.0,adaptabel,
ajapadahal,A333L,adaktil,0.471,7.0,adaptabel,
ajapadahal,A333L,adaptabel,0.526,5.0,adaptabel,
ajapadahal,A333L,adjektival,0.4,7.0,adaptabel,
ajapadahalkan,A333N,abadikan,0.571,7.0,abadikan,
ajapadahalkan,A333N,akibatkan,0.455,8.0,abadikan,
ajapegi,A333I,abdikasi,0.4,6.0,acapkali,
ajapegi,A333I,abduksi,0.286,5.0,acapkali,
ajapegi,A333I,acapkali,0.533,4.0,acapkali,
ajapegi,A333I,adaptasi,0.533,4.0,acapkali,adaptasi
ajapegi,A333I,adipati,0.429,4.0,acapkali,
ajapergi,A336I,adikodrati,0.333,7.0,adikodrati,
ajaprgi,A336I,adikodrati,0.353,7.0,adikodrati,
ajarantidak,A365K,adrenergik,0.476,7.0,akromatik,
ajarantidak,A365K,akromatik,0.5,7.0,akromatik,
ajarhasil,A362L,agrestal,0.353,6.0,agrestal,
ajarin,A365N,abaran,0.667,2.0,ajaran,
ajarin,A365N,abrin,0.727,2.0,ajaran,
ajarin,A365N,adermin,0.615,3.0,ajaran,
ajarin,A365N,adrenalin,0.533,5.0,ajaran,
ajarin,A365N,adrenodoksin,0.444,9.0,ajaran,
ajarin,A365N,ajaran,0.833,1.0,ajaran,
ajarin,A365N,ajaranajaran,0.556,7.0,ajaran,
ajarin,A365N,akarakaran,0.5,6.0,ajaran,
ajarin,A365N,akaran,0.667,2.0,ajaran,
ajarin,A365N,akromatin,0.533,5.0,ajaran,
ajarin,A365N,akromion,0.571,5.0,ajaran,
ajarinbg,A365G,acerang,0.533,4.0,acerang,
ajasana,A325A,absensia,0.267,5.0,acuhnya,
ajasana,A325A,acuhnya,0.286,5.0,acuhnya,
ajasana,A325A,adventisia,0.235,8.0,acuhnya,
ajasana,A325A,akhimya,0.286,5.0,acuhnya,akhimya
ajasaya,A321A,adisiswa,0.267,5.0,adisiswa,
ajasi,A320I,absisi,0.545,3.0,adisi,
ajasi,A320I,adisi,0.6,2.0,adisi,
ajasi,A320I,aduhai,0.545,4.0,adisi,
ajasih,A322H,absah,0.545,3.0,absah,
ajasiii,A320I,absisi,0.615,3.0,absisi,
ajasiii,A320I,adisi,0.5,4.0,absisi,
ajasiii,A320I,aduhai,0.462,5.0,absisi,
ajasiikut,A323T,absit,0.571,5.0,absit,
ajasiikut,A323T,advokat,0.375,6.0,absit,
ajasinapa,A325A,absensia,0.471,5.0,absensia,
ajasinapa,A325A,acuhnya,0.25,6.0,absensia,
ajasinapa,A325A,adventisia,0.421,8.0,absensia,
ajasinapa,A325A,akhimya,0.25,6.0,absensia,
ajatetaplah,A333H,abjadiah,0.526,7.0,ajaibkhanah,
ajatetaplah,A333H,aditokoh,0.316,8.0,ajaibkhanah,
ajatetaplah,A333H,ajaibkhanah,0.545,6.0,ajaibkhanah,
ajaudah,A332H,abadiah,0.714,3.0,abadiah,
ajaudah,A332H,abduh,0.5,4.0,abadiah,
ajaudah,A332H,adabiah,0.571,3.0,abadiah,
ajaudah,A332H,adakah,0.615,3.0,abadiah,
ajaudah,A332H,agakagih,0.533,5.0,abadiah,
ajaudah,A332H,akidah,0.615,3.0,abadiah,
ajawoi,A310I,acawi,0.727,2.0,acawi,
ajaxamsterdam,A325M,adiasam,0.4,8.0,adiasam,
ajaya,A310A,abuya,0.6,2.0,adidaya,
ajaya,A310A,adidaya,0.667,3.0,adidaya,
ajaya,A310A,adiwidia,0.308,6.0,adidaya,
ajayauda,A313A,ajiwaka,0.533,4.0,ajiwaka,
ajdah,A332H,abadiah,0.667,3.0,adakah,
ajdah,A332H,abduh,0.6,2.0,adakah,
ajdah,A332H,adabiah,0.667,4.0,adakah,
ajdah,A332H,adakah,0.727,3.0,adakah,
ajdah,A332H,agakagih,0.462,5.0,adakah,
ajdah,A332H,akidah,0.727,2.0,adakah,
ajdh,A332H,abadiah,0.545,4.0,abduh,
ajdh,A332H,abduh,0.667,2.0,abduh,
ajdh,A332H,adabiah,0.545,5.0,abduh,
ajdh,A332H,adakah,0.6,4.0,abduh,
ajdh,A332H,agakagih,0.333,6.0,abduh,
ajdh,A332H,akidah,0.6,3.0,abduh,
adakynya,A325A,absensia,0.25,6.0,acuhnya,
adakynya,A325A,acuhnya,0.533,4.0,acuhnya,
adakynya,A325A,adventisia,0.333,7.0,acuhnya,
adakynya,A325A,akhimya,0.533,5.0,acuhnya,akhimya
